record_kind,stable_identity_key,governed_product_key,governed_ledger_id,product_title,product_title_state,woo_product_title,variant_title,pack_quantity,weight,unit,weight_basis,woo_weight_kg,price,compare_at_price,gst_inclusive_state,inventory_policy,quantity_snapshot,quantity_snapshot_state,availability_state,sku,sku_state,imagery_state,copy_state,target_publication_state,source_product_id,source_record_id,export_date,export_date_state,source_file_sha256,shopify_product_id,shopify_live_title,shopify_live_status,shopify_live_inventory_state,shopify_live_variant_count,product_disposition,disposition_fact
variant,MM24-B03-P5436-V5438,MM24-B03,B03,GAP — exact title absent; required qualifier: Hazelnut (not Roasted Hazelnut),GAP — Carli title required; direct qualifier ruling applied,Organic Vegan Hazelnut Carob Bar (90g),2 BARS,2,90,g,task-verified Bars 90g ladder; Woo Name agrees,,25.25,25.9,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5436,5438,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708825317573,Roasted Dark Hazelnut Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708825317573 matches governed B03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B03-P5436-V5439,MM24-B03,B03,GAP — exact title absent; required qualifier: Hazelnut (not Roasted Hazelnut),GAP — Carli title required; direct qualifier ruling applied,Organic Vegan Hazelnut Carob Bar (90g),5 BARS,5,90,g,task-verified Bars 90g ladder; Woo Name agrees,,61.51,64.75,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5436,5439,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708825317573,Roasted Dark Hazelnut Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708825317573 matches governed B03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B02-P5451-V5452,MM24-B02,B02,GAP — exact title absent; required qualifier: Peppermint,GAP — Carli title required,Organic Vegan Peppermint Buckwheat Crisp Carob Bar (90g),1 BAR,1,90,g,task-verified Bars 90g ladder; Woo Name agrees,,12.95,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5451,5452,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708824105157,Peppermint Buckwheat Crisp Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708824105157 matches governed B02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B02-P5451-V5453,MM24-B02,B02,GAP — exact title absent; required qualifier: Peppermint,GAP — Carli title required,Organic Vegan Peppermint Buckwheat Crisp Carob Bar (90g),2 BARS,2,90,g,task-verified Bars 90g ladder; Woo Name agrees,,25.25,25.9,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5451,5453,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708824105157,Peppermint Buckwheat Crisp Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708824105157 matches governed B02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-B02-P5451-V5454,MM24-B02,B02,GAP — exact title absent; required qualifier: Peppermint,GAP — Carli title required,Organic Vegan Peppermint Buckwheat Crisp Carob Bar (90g),5 BARS,5,90,g,task-verified Bars 90g ladder; Woo Name agrees,,61.51,64.75,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,unapproved,description confirmed; exact title absent,published,5451,5454,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708824105157,Peppermint Buckwheat Crisp Bar,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708824105157 matches governed B02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N06-P5540-V5541,MM24-N06,N06,Almond Moon,confirmed — Canva,Organic Vegan Almond Chunks & Rock Salt Carob Crescent Moon (12g),1 MOON,1,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,2.5,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5540,5541,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708830888133,Almond Celtic Salt Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708830888133 matches governed N06; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N06-P5540-V5542,MM24-N06,N06,Almond Moon,confirmed — Canva,Organic Vegan Almond Chunks & Rock Salt Carob Crescent Moon (12g),5 MOONS,5,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,12.19,12.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5540,5542,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708830888133,Almond Celtic Salt Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708830888133 matches governed N06; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N06-P5540-V5543,MM24-N06,N06,Almond Moon,confirmed — Canva,Organic Vegan Almond Chunks & Rock Salt Carob Crescent Moon (12g),10 MOONS,10,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,23.75,24.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5540,5543,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708830888133,Almond Celtic Salt Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708830888133 matches governed N06; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N03-P5550-V5551,MM24-N03,N03,Roasted Hazelnut Moon,confirmed — direct 20 Aug qualifier ruling; do not normalise to bar,Organic Vegan Roasted Hazelnut Carob Crescent Moon (12g),1 MOON,1,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,2.5,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed; CAT title divergence flagged,published,5550,5551,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832198853,Roasted Hazelnut Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832198853 matches governed N03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N03-P5550-V5553,MM24-N03,N03,Roasted Hazelnut Moon,confirmed — direct 20 Aug qualifier ruling; do not normalise to bar,Organic Vegan Roasted Hazelnut Carob Crescent Moon (12g),5 MOONS,5,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,12.19,12.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed; CAT title divergence flagged,published,5550,5553,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832198853,Roasted Hazelnut Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832198853 matches governed N03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N03-P5550-V5554,MM24-N03,N03,Roasted Hazelnut Moon,confirmed — direct 20 Aug qualifier ruling; do not normalise to bar,Organic Vegan Roasted Hazelnut Carob Crescent Moon (12g),10 MOONS,10,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,23.75,24.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed; CAT title divergence flagged,published,5550,5554,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832198853,Roasted Hazelnut Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832198853 matches governed N03; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N02-P5556-V5557,MM24-N02,N02,Peppermint Moon,confirmed — Canva,Organic Vegan Peppermint Buckwheat Crisp Carob Crescent Moon (12g),1 MOON,1,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,2.5,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5556,5557,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832821445,Peppermint Buckwheat Crisp Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832821445 matches governed N02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N02-P5556-V5559,MM24-N02,N02,Peppermint Moon,confirmed — Canva,Organic Vegan Peppermint Buckwheat Crisp Carob Crescent Moon (12g),5 MOONS,5,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,12.19,12.5,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5556,5559,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832821445,Peppermint Buckwheat Crisp Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832821445 matches governed N02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,MM24-N02-P5556-V5560,MM24-N02,N02,Peppermint Moon,confirmed — Canva,Organic Vegan Peppermint Buckwheat Crisp Carob Crescent Moon (12g),10 MOONS,10,12,g,task-verified Crescent Moons 12g ladder; Woo Name agrees,,23.75,24.99,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,approved,description confirmed,published,5556,5560,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,8708832821445,Peppermint Buckwheat Crisp Moons,Active,0 in stock for 3 variants,3,UPDATE,Live Shopify product 8708832821445 matches governed N02; UPDATE required (0 in stock for 3 variants; Woo mapping present).
variant,WOO-P5804-V5806,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Powder, S",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5806,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5815-V5815,,,Access Cap – Ecru,Woo source title; outside governed launch set,Access Cap – Ecru,(simple product; no Woo option),1,,,GAP — no structured or name-declared weight,,45,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5815,5815,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5816-V5816,,,Bucket Hat – Ecru,Woo source title; outside governed launch set,Bucket Hat – Ecru,(simple product; no Woo option),1,,,GAP — no structured or name-declared weight,,45,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5816,5816,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5863,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Butter, S",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5863,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5864,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Butter, M",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5864,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5865,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Butter, L",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5865,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5866,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Butter, XL",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5866,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5867,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Powder, M",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5867,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5868,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Powder, L",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5868,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5804-V5869,,,Womens Relax Crew Jumper,Woo source title; outside governed launch set,Womens Relax Crew Jumper,"Powder, XL",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5804,5869,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5803-V5870,,,Womens Maple Organic Tee – Natural,Woo source title; outside governed launch set,Womens Maple Organic Tee – Natural,S,1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5803,5870,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5803-V5871,,,Womens Maple Organic Tee – Natural,Woo source title; outside governed launch set,Womens Maple Organic Tee – Natural,M,1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5803,5871,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5803-V5872,,,Womens Maple Organic Tee – Natural,Woo source title; outside governed launch set,Womens Maple Organic Tee – Natural,L,1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5803,5872,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5803-V5873,,,Womens Maple Organic Tee – Natural,Woo source title; outside governed launch set,Womens Maple Organic Tee – Natural,XL,1,,,GAP — no structured or name-declared weight,,75,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5803,5873,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5875,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Butter, S",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5875,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5876,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Butter, M",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5876,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5877,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Butter, L",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5877,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5878,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Butter, XL",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5878,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5879,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Carolina Blue, S",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5879,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5880,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Carolina Blue, M",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5880,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5881,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Carolina Blue, L",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5881,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5882,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Carolina Blue, XL",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5882,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
variant,WOO-P5811-V5883,,,Mens Relax Hoodie,Woo source title; outside governed launch set,Mens Relax Hoodie,"Cobalt Blue, S",1,,,GAP — no structured or name-declared weight,,120,,GST-inclusive; taxable,deny,,GAP — Woo Stock is blank; do not convert blank to zero,in_stock,,GAP — Woo SKU blank; ask Carli before any scheme,not assessed — launch-excluded,not assessed — launch-excluded,excluded from launch,5811,5883,,GAP — no export-date column; file timestamp 2026-08-16T18:53:38+10:00 is not promoted to export date,eeea19fd89b30052bd4c4cf28519f56f1195e4595c92485fb186a66719e6b114,,,,,,OUT-OF-SCOPE (launch),Nate 20 Aug ruling: non-food is excluded from the governed set and future import scope for this launch; not archived or deleted.
